"<b>slashed over point!</b> Abbas trundles in and offers width outside off, Fakhar throwing his hands through the line to get it up and over"
"<b>through cover now!</b> Fakhar is half forward to power a length delivery through cover, all along the turf this time"
"around the wicket comes Abbas, and again Fakhar's eyes light up on some width but he can only find the under edge of the bat"
"no width on this one, and Fakhar is a little cramped for room as he sets himself to muscle the ball into the leg side"
"tapped to mid off, and they take on the fielder for a quick single"
"whipped off the hip, but he finds short fine leg"
"full and slanted across the left-hander, who closes the face of the bat and ends up forcing it back to the bowler"
"Fakhar sets himself for a pick-up over the leg side, but the ball skids on to hit his pad. Well outside leg"
a short-arm jab and some hard running bring two runs to midwicket
"worked wide of the mid on position, and there's a single as long on runs in"
"<b>inside edged past the keeper!</b> Wessels thrusts his hands out outside off and the ball takes a healthy inside edge, bouncing past the keeper"
Ilyas hones in on off stump and Wessels nudges to point
"drifting in mischievously from around the stumps, and Fakhar sends an unconvincing thick edge towards gully"
"<b>just a little too short</b>, and Fakhar places his cut between the two fielders behind square on the off side"
"Fakhar jumps down at this one, but he doesn't get all of it and the ball bounces in front of long on"
"floated up nice and full on off stump, Wessels digging a drive out to cover"
"drifting away from the right hander, from around the stumps, and <b>Wessels is beaten on the cut</b>"
"punched firmly back to the bowler, who collects in his follow through"
"<b>biffed wide of long on</b>, Fakhar picking up the full length and letting the bottom hand lead to target the gap"
"Ilyas moves his line wider of off, and Fakhar taps to mid off"
"Fakhar clears his front leg and thrashes a full one into the leg side, but there's protection in the deep"
"Wessels hangs back and cuts, bottom edging the shot into the ground and through to the keeper"
"Ilyas offers a little width outside off, but Wessels can't find his timing"
"Wessels bends across for a paddle-scoop, but the ball skids on to him, ricocheting off the glove and onto the grille. No harm done"
"Fakhar makes room, but he can't beat the cover field"
"looped down as a full toss on middle and leg, Fakhar driving to long on"
"<b>bowled him!</b> Drift is Green's usual weapon, but he holds this one back a touch and Wessels is done in by the flight and some turn back in to him. Wessels gropes his hands out at the ball, but it dips and spins past him to disturb the stumps"
"flighted on middle and leg, from around the stumps, and Sohail taps to midwicket"
"whipped off the pads, but the shot finds the man at midwicket"
"Sohail backs away to leg but Green follows him, fielding a little leading edge off his own bowling"
"Fakhar backs away, giving himself acres of room, and <b>flashes a cut through backward point</b>"
"Fakhar misses a big heave into the leg side, and they find a run off his thigh"
"Junaid hits a full length outside off, Sohail chopping the ball to cover"
"whipped off a straight length by Sohail, picking up a single through square leg"
"Fakhar walks out at the bowler, hacking a full one into the legside"
"<b>flashed down to third man!</b> Sohail was aiming in that direction with his cut, but the ball takes the edge and goes much finer than expected"
shoveled down to long on for a single
"Sohail hops over a rising delivery outside off, guiding it to gully"
"<b>caught at long on!</b> Sohail backed away at a short one, but it kept coming at him and he was cramped for room. He follows through with a shot down the ground, but the connection is only good enough to place it in the boundary fielder's lap"
"pushed firmly to mid off, and they take on the fielder for a quick single"
some tip-and-run cricket brings a single to cover
"Fakhar backs away, but Abbas spots the movement and follows him with an angled delivery that beats the inside edge of a wild heave"
and he <b>beats the outside edge</b> straight away with one that rushes straight on
worked with the spin into the leg side
"Fakhar backs away and cuts a straight one off middle stump, threading the gap behind point"
"again Fakhar backs away, but this time he punches out to the cover sweeper"
"the ball shoots down the leg side, flicking the pad as it does so and running down to the boundary to <b>bring up the fifty</b>"
"some turn for Afridi, and Haris works with it to collect a single into the leg side"
"drifting in to the legs, Haris nurdling one through the leg side"
"Fakhar hoicks wildly at a full one and is hit on the pad, but the drift was taking the ball down the leg side"
driven firmly down to long on for a single
"Haris skips out, but Green spots him coming and pulls his length back"
"Green gets away with a full toss, Haris driving down to long on"
"Fakhar jumps out again, and he has to stretch to reach the ball as Green floats it down full and wide in response"
"Haris checks a drive at a flighted delivery, placing it through cover"
"Fakhar works into the leg side and wants two, but there's only one to be had"
Haris backs away and punches the ball straight at the cover fielder
pushed down to long on for a single
"<b>dropped by Green at long off!</b> Fakhar slogged at a googly and sliced the shot to send a skied chance out to long off, where Green fluffs it"
"<b>but this time he strikes!</b> Haris hoicks to midwicket, but he gets more height than distance and Christian holds the catch to prompt Afridi's star man celebration"
<b>Fakhar cuts</b> and finds the gap behind point
"<b>fetched down the ground!</b> Green saw him coming and send the ball down well wide of off, but Fakhar got it and fetched is straight back over his head"
"<b>fifty for Fakhar!</b> He's taking Green apart in his final over. This was a little too short and wide, and Fakhar waited deep in his crease before cutting it away"
pushed down to long on for a single
worked into the leg side for one
"and Green ends well, looping down a very full one that's dug out back to him"
a wristy flick and a misfield in the ring brings two runs
"pushed uppishly back towards the bowler, Afridi stopping it with some fancy (if slightly creaky) footwork"
eased down the ground for a single
"<b>top edged, and caught this time!</b> Fakhar backs away and slogs at a googly, slicing a high chance towards point. Shan Masood makes no mistake, and Fakhar falls"
Wiese is back and across to push his first ball into the covers
