full outswinger hoops wide outside off after starting on middle stump. Walks down and mistimes his drive to mid-off
"good length and tight on an off stump line, shuffles and pushes this to mid-on's right"
"short of a length and across off stump, opens up as he pats this to backward point"
"short of a length at middle stump, cramping him on the back foot. He defends into the leg side"
"full at middle stump, punched firmly back at the bowler who can't field cleanly in his follow through. They pinch a run from mid-off"
"full at middle stump, shuffles to get in line and uses his wrists to turn this flick fine of deep square. Expert placement"
"<b>taken with a lunge at first slip!</b> Lovely grab there by Haider Ali, low to his right. This is a length ball pushed across the corridor, he's rooted to the crease as he looks to drive through the covers. The edge is a healthy one, but a bit wide to Haider's right. He follows it gracefully with both hands and holds on"
"good length just outside off, punches neatly on the up to mid-off"
"short of a length just outside off, stays leg side of it and dabs this to third man off the back foot"
"short and rising in the corridor, gets on top of the bounce and steers to third man"
"short and wide outside off, beaten on the cut"
"good length on off stump, punched on the rise to mid-off"
"short of a length and just outside off, chopped to point"
"good length and just outside off, shuffles and has a hack across the line. Gets it off the splice and it ends up to third man's left. The fielder there has lost track of the line and steps past the padding as he gets his hands on it - and drops it as well"
"good length and just outside off, defended into the pitch, rolls past the stumps and they pinch a run"
"good length and just outside off, looks to dab it down to third man, beaten on the outside edge"
"good length on off stump, punched to mid-off's left"
"good length and just outside off, allows that to slide on and opens the face to run that to third man's right"
"good length and just outside off, clears the front leg and slaps it past the non-striker"
"good length and just outside off, looks to launch that over mid-off off the front foot. Comes off the toe and just clears the fielder"
"good length at off stump, punched on the up to extra cover"
"full and just outside off, driven on the bounce to extra cover"
"good length and just outside off, punched off the toe end to mid-off"
"short and just outside off, clears the front leg and gives that a whack! Quickly past cover"
"good length and just outside off, plants the front leg out and hacks across the line. It comes off the toe end and <i>just</i> falls short of Malik at midwicket"
"short of a length just outside off, mistimed pull to mid-on"
"short of a length on middle stump, whipped to deep square's right and a big slide from the fielder to stop that. Inches from the padding as he flicks it in"
"good length and tight at the stumps, punched aesthetically into the covers"
"<B>sweet!</b> Backs into the leg side as this length ball lands outside off, crashes that on the rise to mid-off's right"
"good length on off stump, swishes inside the line and is beaten"
"good length, an offbreak wide outside off. Reaches out and mistimes his slog sweep to mdiwicket"
"full on middle stump, gets down quick and gets one off the middle after a while - a sweetly timed sweep to beat deep square to the right"
<b>inside edge</b> off the keeper's boot and to short third's left. It's another attempted sweep
"crashed past cover. This is dropped short outside off, he waits on the back foot and gives it a proper punch"
"good length, slider down the leg side, left alone"
full and pushed through quick at middle stump. Gets the attempted drive off the thick inside edge
"good length at off, punched to long-on off the back foot"
"slower ball at a length on off stump, not enough room to get his attempted square drive past point"
"short and across off stump, pulled down to long-on"
"good length and onto the pads, waits on it and tickles it fine"
"slower short one, wide outside off. Reaches out and drags a pull to mid-on"
"full slower ball at middle, clears the front leg and flicks to deep midwicket"
"low full toss on leg stump, flicked to deep square"
"length and just outside off, opens the face and chops to third man"
"good length on leg stump, looks to flick and gets that off the pad"
"short and just outside off, swatted sweetly with a horizontal bat but can't beat Kohler-Cadmore to his left at deep midwicket"
"good length on off stump, looks to flick, flicks onto his pads"
"<b>gorgeous pick-up over deep square.</b> This is good length, on leg stump. He puts in half a stride and just uses his forearms to whip firmly to use the pace and get it over"
"slower short ball at middle stump, mistimed pull to deep square"
"good length on middle stump, shuffled and punches to long-on"
"length and sliding on outside off, chopped to sweeper cover"
"full and sliding down leg. Past the attempted sweep, past the keeper's leg, then past short fine"
"good length and into the pads, clipped to deep square"
"short of a length and at the stumps, hurried punch back to the bowler"
"full on leg stump, inside edge onto pad as he flicks"
"length on off stump, punched to long-off"
<b>top edge and clears the fine leg boundary.</b> Short and into off stump. Sticks in the pitch and he's through the pull too early. Fielder in the circle and that sails over
"shot! Short of a length just outside off, uses the angle into him and uses a short-arm pull to get this to deep midwicket's right"
"short of a length at middle stump, pulled along the floor to deep square"
"good length on leg stump, flicks to short fine's left"
"full on middle stump, chipped at long-on"
"full slower ball outside off, awkwardly nudged to mid-off for the single"
"<strong>the timeout breaks the concentration, and the stand!</strong> Fairly innocuous delivery bowled on a good length angled across fourth stump, Rizwan drives hard at it and a thick edge floats gently to Iman at backward point. Basic catch take at chest height with his palms facing out and fingers pointed to the sky. Replays show it was actually a back of the hand slower delivery which helped throw off Rizwan's timing."
"bangs it in short on fourth stump at 130 kph, Maqsood keeps his hands back to glide this with an open face behind point."
"good length ball on off stump, defended into the off side."
"knee high full toss at 138 kph on fifth stump, prods this firmly along the ground to the cover sweeper."
"slower ball again, lands on a fullish length on fifth stump at 108 kph, defended into the covers."
"full but strays on the legs with another slower ball, flicked gently along the ground through midwicket."
back of a length angled into the body. Maqsood goes back to flick to midwicket and is beaten.... and down for a standing eight count after being pinged on the box.
"fullish length on fifth stump angled across, goes for a flat-footed drive and is beaten."
"fuller on fifth stump at 143 kph, within his reach on this occasion and pumps a drive through extra cover, beats the sweeper to the rope."
"edge! Was in the channel dragged wider on sixth stump on a good length, sucks him into another flat-footed poke and a thick edge goes wide of the keeper to the third man rope."
"slower ball on fourth stump lands short and sits up for Maqsood to clobber through wide midwicket, no chance for the boundary rider to track it down."
full pace at 138 kph beats Maqsood on a good length angled across fourth stump... but umpire Illingworth has called him for overstepping the crease. Fair call. Tight but clearly nothing behind the line.
"solid comeback from Wahab, heat-seeking yorker on middle stump is jammed out back to him and he paws it down with his left hand in his follow-through."
"darts this in flat on fourth stump, driven to extra cover on the ring."
"back of a length on middle, slapped through midwicket."
big shout for lbw as he plays across a good length ball and is pinged on the knee roll on the border of 3rd/4th stump. <strong>Aleem Dar says not out. Wahab calls for the review.</strong> Live I thought it was a 50/50 call. Height not an issue. Only doubt appeared to be whether he was struck in line with the stumps... <strong>But Ultraedge shows an inside edge. Not out. Review lost. </strong>
"good length ball lands on fourth stump, goes to slog sweep this and a skewed top edge flutters well short of long-on charging in."
"zings in a full toss on fifth stump at thigh height, Vince caught off guard and swings through it. Freebie boundary there for the taking and he can't seize on it."
"good length ball wide outside off, slapped to the sweeper this time."
"attempted yorker on middle, Vince jams this out to wide long-on, they take on the arm for the second."
good length ball on the stumps flicked off the hips to deep backward square.
"full toss at bail height on middle, Maqsood backed away to the leg side to create room and his eyes lit up with the gift presented on a silver platter by Irfan, spanks this ball over extra cover."
"length ball on middle, heaves it in the gap between long-on and deep midwicket. It lands inches over the rope. If Kohler-Cadmore had been able to cover the last five yards, it would've been a catching chance."
"back of a length ball on fourth stump, guides this with an open face to deep third man."
length ball on off stump slapped along the ground to long-on.
"full toss again to Vince, this time he doesn't miss out. He backs away from leg and slaps it crisply over extra cover. <strong>50 up for Vince off 39 balls, his third PSL fifty. </strong>"
"short on fourth stump at 102 kph, slaps this through midwicket."
"too full on off stump at 93 kph, creams a flat drive into the sightscreen."
"short and wide, carves this behind point."
"overpitched on fourth stump, Vince backs away and drives over extra cover again, no chance for the sweeper."
too full again on fifth stump and creams a flat drive to long-off fielded on a bounce.
