full and swinging down leg from Richardson.
"full and swinging into middle and leg, flicked through toward deep square leg."
"good length ball angled across off stump, defended to point."
"good length ball on off stump, defended again toward point."
"short on the legs, goes to pull and doesn't time it well, hustled a touch but gets enough of the gloves to deflect past Inglis diving down the leg side and goes to the fine leg rope."
"short and wide outside off, tries to swat it over backward point but misses. Called a wide on height."
"good length ball on fifth stump, tries to chop through cover and inside edges this dragging back to Richardson jogging left to cut it off."
"good length ball on fourth stump, another mistimed drive knuckles back to Richardson."
"128 kph in the slot full outside off, leans through and drives firmly through cover."
"back of a length on fourth stump, goes back and flicks through square leg."
"premeditates backing away from leg stump, Kelly follows him outside leg stump but Jewell lofts this full delivery over cover cleanly."
pushed gently through the ring.
"full and into the legs, lbw appeal denied as this was pitching outside leg to the lefty missing a flick through midwicket."
"good length ball on off stump, pushes into point for a sharp run beating the direct hit at the striker's end from Ashton Agar."
"good length ball on the stumps, flicked through midwicket."
"good length ball on the legs, goes back and tucks into midwicket."
"full on middle, driven firmly toward Kelly at mid-on, Jordan gets a hand to it to slow momentum down for Kelly to field."
"length ball outside leg, flicked crisply behind square, cut off by the man at deep backward square."
"good length ball angled across fifth stump, mistimes this back toward mid-off."
"slower ball at 108 kph lands too short on leg stump, pulled firmly behind square and beats the man at deep backward square to the rope."
"Jewell goes way across his stumps premeditating a ramp over short fine leg, Richardson goes way wide outside off to counter and Jewell plays an awkward flick, thick edge flies to third man."
"good length ball on off, flicked through backward square."
"<b>nearly a catch at backward point!</b> Premeditates a back away from leg, Richardson follows him and cramps him for room with a back of a length ball, tries to uppercut this and just clears point."
good length ball clipped behind square.
"slower ball lands full at 114 kph, pushed toward mid-off."
"tailing down leg on a good length, pulls this wristily over short fine leg, just barely thuds into the padded triangle rope on the full at deep fine leg for six."
"slower ball at 113 kph on a good length outside off, chopped into the ground toward point and they scamper a run."
"<strong>dropped!</strong> Tim David, the Singapore international. Skier on a full length ball outside off, drives this in the air off the splice. David charges in from cover sweeper and slides to try to cushion the catch but it thuds off his chest on the slide and they take a run. 7/10 on degree of difficulty, but he did cover the ground well."
good length ball defended into the leg side.
"short on the stumps, Jewell charges and top edges this over fine leg, trickling to the rope."
good length ball flicked to the leg side.
"full on leg stump, flicked to deep backward square."
"slower ball full on the stumps, nudged to midwicket in the ring."
"low full toss on middle and off, inside edged to short fine leg, may have come off the left heel on the way to the fielder."
"full on the stumps, attempted yorker nudged toward cover."
"full on the stumps, driven to mid-on."
"short on the stumps, pulled to deep backward square."
"full outside off, goes to scoop over fine leg, mistimed short of Inglis behind the stumps."
full and driven down to long-on.
