"full and swinging into off stump, played with soft hands toward mid-off and they scamper a tight run."
"<b>huge lbw shout!</b> Fullish length and straight swinging back into middle stump, hit high on the back leg after prodding down the wrong line. Richardson is convinced as the ball caroms to point. Given not out. He was very very deep in the crease."
"good length ball angled across fourth stump, left alone."
"fullish length angled across fifth stump, enough room to drive square through point and it races away."
"good length ball on fifth stump, drives hard again and edges this wide of slip to deep third man."
"good length ball on the stumps, defended into point."
fullish length and swinging down leg.
"good length ball on the hips, flicked short of short fine leg."
"full on the pads again, flicked in the air just short of short fine leg once again, Hales calls through a sharp run from the non-striker's end."
"full and wide on sixth stump, reaches out without much footwork to toe slash this wide of slip, goes fine of deep third man to the rope."
"fullish length on middle, goes back in his crease to poke this into short midwicket."
"short on the stumps, pulls this along the ground through backward square."
"fullish length ball swings away a touch from fourth stump, pokes away from his body and is beaten."
"good length ball angled across fourth stump, defended to backward point."
"short and wide outside off, backs away to cut and is beaten by the extra bounce."
"fullish length angled into fourth stump, shuffles well across to flick this behind square."
"fullish length on off, whipped along the ground just wide of mid-on."
"good length ball on off stump, ball climbs sharply on him trying to push through mid-off, climbs off the splice and flutters short of extra cover."
"good length ball on off, defended on the front foot back to Richardson moving left in his follow-through."
"<strong>the captain KO's Khawaja with his first ball.</strong> Khawaja charged Marsh, who dragged this back very short on off stump. Khawaja continued to go through with an attacking flat-bat pull but splices this straight to mid-on, simple catch taken on the knees coming forward from the ring."
"back of a length on fourth stump, flicked through square leg."
"overpitched on fifth stump, drives square behind point and the bounce off the ground takes this high over the fielder, exquisite shot."
"drags the length back this time on fifth stump, cut in the air in the gap behind point, Richardson slides right at deep third man to cut this off. Good fielding effort."
"attempted yorker on middle, dug out back to Marsh."
"good length ball on middle, defended back to Marsh again."
"full and into the legs at 129 kph, misses a flick off the pads, ball trickles behind square."
"short on the body, pulled behind square."
fullish length ball on off stump driven to extra cover.
"bouncer outside off stump, goes to pull this and is beaten for pace."
"fullish length on fourth stump, whips this across the line in the air high over square leg."
"fullish length ball speared into the legs, backs away to drive through cover but scuffs this into the ground, fielded off a high bounce at extra cover."
"fullish length ball swinging well outside off stump, misses the back foot drive, lucky not to be called a wide but judged to be just inside the guidelines."
"fullish length again wide outside off, drives hard at this but beaten again."
"good length ball on the stumps, defended to mid-on."
full and swinging down leg.
"back of a length on fifth stump, pushes at this with hard hands and the extra bounce again takes this off the shoulder of the bat high but wide of extra cover and trickles to the edge of the ring."
"fullish length ball on off stump, scorching drive wide of Jordan, diving stop by Marsh moving right at mid-off to turn four into one."
"slower ball on a good length on fourth stump at 113 kph, pulled behind square to keep strike for the seventh."
"strikes immediately! Flighted on a fullish length on leg stump, Ferguson tries to whip this across the line through midwicket and a leading edge balloons to Marsh at extra cover, basic catch at head height."
googly pitches on a good length on leg stump and spins well down leg. Goes to the rope for five freebies.
"floated very full on off stump at 81 kph, driven through mid-on."
"good length ball on off, punched through to mid-on."
"good length ball on fifth stump, guided to backward point."
"good length ball on off stump, goes back to punch to long-on."
"full and wide on sixth stump, driven firmly to the cover sweeper."
"short on fifth stump, sways back to leave this alone."
"fullish length ball on off stump, pushed back to Marsh."
"back of a length ball on middle stump, backs away to cut through the off side, slashed high and wide of the keeper to the third man rope."
"length ball on off stump, stays on his crease to heave for midwicket but a bottom edge just goes past the stumps and wide of the keeper Inglis diving down leg, races to the fine leg rope."
"low full toss on leg stump, flicked along the ground to long-on."
"full on leg stump, flicked along the ground through midwicket and they take an easy two."
"good length ball on middle, reaches forward to flick behind square."
"good length ball on middle at 84 kph, defended back to Fawad."
"good length but wide on sixth stump, cuts this through point."
"good length ball on fourth stump, goes back to chip this over the ring through to long-on."
"back of a length on middle, goes back to punch through to cover."
"flighted full and wide on sixth stump at 80 kph, swept along the ground to wide long-on."
"short on the stumps, pulled to wide long-on."
"full on off stump, driven to cover sweeper."
"good length on fourth stump, punched out to the sweeper again."
"full on middle and off, drives high over extra cover, long-off has no chance."
"flat on off stump at 87 kph, slogs this flat high over the sightscreen."
"full and wide, drives in the air but through the gap at cover out to the sweeper to keep strike for the 11th."
"flighted full outside leg, tapped gently into the vacant leg side ring and they scamper a well-judged two."
"googly spins in from fourth stump on a good length, goes back to flick through midwicket."
"good length ball on middle, taps this through short mid-on."
"googly spins in again from fourth stump to off, pushed back to Fawad."
"fullish length on the legs, defended back to Fawad."
"short on the stumps, goes back to whack this flat in the air through the gap between deep square leg and midwicket, one bounce over the rope."
"length ball from Jordan on fourth stump, Nair charges to slog this but defeated by lack of pace as its a slower ball at 117 kph, thin edge off the shoulder of the bat and barely carries through to Inglis who dives forward to claim this before it has a chance to dip short."
"fullish length on middle, drives firmly past a diving midwicket lunging left in the ring to get off the mark."
"back of a length on off stump, punches this in the air toward long-on."
"bouncer down leg, goes to pull this but it comes off the gloves and Inglis has a sharp diving take tumbling to his left. Sams' horror season with the bat continues."
"another short ball on middle, hustles Ross who fends this off the gloves to third man."
"slower ball back of a length on off stump, pulls this behind square to keep strike."
"good length ball on leg stump, goes back to flick through the leg side."
"good length ball on off stump, goes back to pull through to deep midwicket."
