"comes around the wicket, full outside off. Driven off the front foot to mid off. And we're off the mark as well"
"over the wicket to the right hander, pitched full outside off, and it's been crunched! Driven over cover with the ball shaping away. Enough for the fielding team to be excited about too"
"good length on middle stump, but going down the leg side. Mendis tried to drag that fine on the leg side, but couldn't make contact"
"back of a length outside off, on the channel just outside the stumps. Punched off the front foot to cover point"
"full and wide outside off, enough room to free his arms...and Mendis obliges! Gets hold of the length real early and just caresses this over the infield. No stopping that"
"full on middle and leg, misses the whip towards the leg side, and misses the front pad! Big appeal for lbw, but turned down. Replays show an inside edge"
"full and wide outside off, the shape takes it further away from the right hander. Too wide, reckons the umpire"
"<b>drops just short of deep backward square!</b> Short on middle stump, and it's pulled in the air. Almost goes down the throat of Saifuddin in the deep. Expensive start to the bowler's career."
"full on off stump, flicked off his toes towards short midwicket"
"full just outside off, comes down the ground and driven back to the bowler. Stopped by Nazmul and throws it straight back to the keeper. Aggression!"
"driven straight to the bowler once again. Full on off stump, and it's mistimed straight down the ground"
"full on off stump and the batsman backs away to make some extra room. Crunches this drive on the off side, but straight to cover"
"<b>is he stumped? Was he overbalanced?</b> That's the question the third umpire will have to answer. It was a full ball on leg stump that wen't down the leg side. The batsman missed the flick but managed to keep his back foot inside the crease. The ball fell out of the keeper's hands and hit the stumps. He's safe, though."
"sees the batsman going towards the leg side, and Nazmul follows him. Full outside leg stump, and he's cramped for space. Clipped to mid on"
"full on middle stump, turns slighly away from the right hander. Takes a leading edge off his front-foot defense, but lands short of the bowler"
"full on off stump, driven straight down the ground past the non-striker to mid on"
"full on middle stump, slogged over midwicket off the back foot. Three infielders giving it a chase, and Mahmudullah gets there first"
"<b>in the air, but just over Mahedi's head!</b> Full on off stump, as he drives straight. Through his shot too early and it lobs up in the air. The bowler went to his right to try and grab it, but just over him"
"full on off stump, spins into the batsman. Driven to cover"
"short on middle, and punished!</b> Stands tall, and lets the ball come to him. Swivels there after and pulls over cow corner! Easily clears the boundary"
"good length on middle stump, tapped towards the off side with the keeper giving it a chase. Gunathilaka wants the single, but he's forced to go back. Would've been close if the keeper's throw was a direct hit"
"darts it flat and full on middle and leg, driven inside out to cover"
"full toss on middle stump, whipped off his pads to square leg. Says 'no' to a single"
<b>straight into the sight screen!</b> Comes down the wicket and meets this full ball on the half-volley. Lifted over the bowler's head. Excellent shot
"full on middle and leg, comes down the wicket and turns it around towards midwicket. Played with soft hands, allowing them to rotate the strike"
"<b>slogged!</b> Down on one knee, and sent it over wide long on! It was full outside off and he was quick to get to the pitch of the ball. Big stride forward before connecting"
<b>dropped by Tamim!</b> Width offered once again and it's driven uppishly to wide mid off. Tamim dives to his right but the ball pops out of his hands. Wonderful diving effort but the ball just did not stick
"back of a length outside off, angling into the batsman and pulled with some power! Stands tall once again and smacked towards cow corner. One bounce and into the boundary"
"back of a length again but it's wide outside off. Tries to pull again, but mistimed to wide long on this time"
"full on middle and leg, driven to mid on well, and they want the quick single. <b>It's a direct hit from the fielder!</b> Time for the third umpire. Replays show: Mendis comfortably home."
"short outside off, swivels and pulls to cow corner. Struck well but the man in the deep is now placed there"
"full outside off, driven away from his body and takes the thick outside edge. Runs down to third man for a single"
"short one to end the over. Gunathilaka thinks it should be a wide for height, but no such call from the square-leg umpire. Didn't even attempt to play the shot there."
"full outside off, no spin this time and it's hit away with disdain! Slaps it with the bat's open face over point as it races away. <b>There's the fifty</b>"
"<B>improvised!</b> Full on middle stump as Mendis walks across to the off side and gets down on one knee. Whacks this over square leg for a four. Almost like a paddle shot, but just played squarer"
"<b>huuuuge appeal for lbw but turned down!</b> Full on middle stump, spinning into the batsman as he misses the paddle fine. Comes off his back thigh but would've probably gone down the leg side"
"good length on middle stump, tries to sweep but deceived by the lack of pace. Misses as it hits his arm"
"full on off stump, comfortably tapped down the ground to long off"
"<b>Sixteen off the over!</B> Ends the Powerplay with a maximum. It's tossed up outside off and Mendis dances down the wicket to meet this. Full swing of the bat, and the connection is off the bat's middle too. Flies over wide long on"
"good length on middle stump, Gunathilaka comes down the wicket and tries to slap it towards the off side... but misses! Goes over the top of middle stump"
