"full and straight to start, some inswing. Narine inside-halves a drive towards midwicket"
"some swing. The other way. Outswing. Full delivery outside off, Gambhir deflects a dab to third man"
"on a length outside off, Narine thinks of flirting but withdraws his bat late"
"nicely played. Good length delivery outside off, carved towards cover from the crease"
gives himself room. Bhuvi follows him with a yorker. Off the pad towards square leg. Inswinging yorker sliding well down
"what a beauty. Good length delivery outside off, swerves away and beats Gambhir on the outside edge"
"full and very wide outside off, Narine can't reach it but it's inside the tramline. A hint of away swing"
"flat-batted over Nehra. Good length delivery outside off, Narine stays back and slaps the ball past the bowler for four."
"a bit of a wild swing. At least, he isn't wasting deliveries. On a length outside off, Narine misses his lofted drive"
"good length outside off, a tad short. Slapped to mid-off for a run"
"good length outside off, pushed to mid-off. Nice lengths, no room either"
"another hoick. Fullish delivery on middle, worked to wide mid-on for a run"
"too straight, worked to square leg for a run"
"straight through. The best ball to the pinch-hitter - a yorker. An inswing yorker. Narine gives himself room, but the ball is too quick, it hustles underneath the bat and uproots off stump. Perfect from Bhuvneshwar. Again, not a bad call from KKR because he didn't waste too many balls."
"131 kph, <b>huge edge?</b> Off the face of the bat? Good length delivery outside off, the ball moves away. Uthappa follows the ball, and edges behind. The umpire doesn't give him, Anil Dandekar a blunder"
"good length delivery outside off, blocked into the cover"
"worked through midwicket for some runs. On a length and straight, flicked away nicely for three. Nice timing"
"not great timing. Full and straight, driven to mid-off for one. Warner cleans up"
"full and wide outside off. Gambhir gives the ball all he's got. Thwack. Forget timing, that was all power. Drilled past short cover"
"that's timing. Fullish, straight-ish. Driven elegantly to mid-off."
"a slower ball outside off, slapped to cover from the crease."
"that's a wide. 138 kph. Short delivery outside off, loops over Gambhir. Tennis-ball bounce"
"gets away with that. Full down leg, on the pads. Gambhir misses a flick. Off the pad to the keeper"
"nice comeback. Tight line, around off. Some movement back in, tapped towards the keeper"
"cramping Gambhir for room again. On a length on off, worked down to short fine leg for a run"
"terrible start from Cutting. Full on the pads, Gambhir misses his swivel-flick. Off the pad towards fine leg. Should have been four there"
"nicely clipped. Full and straight again, Uthappa tucks this fine and gets it past short fine leg. Easily done. Rubbish bowling though"
and another leg side delivery. That should have been four more. But Uthappa's flick finds deep square leg
"superb placement. Good length delivery outside off, Gambhir slaps a flat-batted drive past Warner at mid-off. That was all placement, and on this outfield, that's all he needed"
"good from Dandekar this time. Easy to try to compensate a bad decision. Short delivery down leg, Gambhir misses a pull. Sunrisers go up in appeal. But wide signalled"
worked down to short fine leg. Terrible lines so far this over
"good finish. On a length around off, guided towards extra cover for a single"
superb start. A legspinner that pitches on off and rips past the edge. Uthappa had no idea
"picked that alright. Again, wasn't quite reading it so chose the flat-batted option. The googly outside off, Uthappa stays low and slaps a six over long-on. Shot"
worked to square leg. Dhawan is quick on it and misses the stumps at the bowler's end<strong>. Would have been out with a direct hit</strong>
