"big lbw shout to a good length ball swinging it away a touch on off stump, hits Philippe high on the back leg defending but looked to be missing off."
"fullish length on fourth stump, drives hard and is beaten by shape away."
"Worrall keeps peppering this fourth stump channel, this time on a good length and Philippe is beaten trying to flick to midwicket."
"a touch fuller with a scrambled seam on off stump, defended."
"fullish length and wide on sixth stump, frees the arms to punch this in front of point, not timed well so it's pulled back well short of the rope for a long two."
"good length ball on about fifth stump this time, beats Philippe playing away from his body."
"full on fourth stump, driven to the off side ring."
"good length ball on fifth stump, left alone."
"full on fourth stump, pushed firmly to cover."
"fullish length but very wide outside off, carved on the up through backward point, splits the gap with the cover fielder and races away."
"good length ball seams in from fifth stump, beats Edwards between bat and bad trying to flick through midwicket."
"too short on the body, swivels to pull high over midwicket, again not timed very well and deep square leg runs across to cut it off for a pair."
"full on fourth stump, driven to extra cover."
"back of a length on fifth stump, defended to backward point."
"fullish length on fifth stump, looked to be trying to swat this through extra cover but goes straighter through mid-off and beats the fielder straight down the ground."
clears the front leg but is thrown out of rhythm by a back of a length ball nipping away from fourth stump and beaten.
"full on middle and off, punched firmly to Siddle at mid-on."
"Philippe's wander around both sides of the crease finally brings about his undoing. After backing away to leg a few times, this time tries to shuffle way outside off for a scoop over fine leg. It's a back of a length ball on fifth stump and is there on length for the shot but he can't flick it away. Looked to miss it entirely but a big appeal from the wk Carey is upheld. Looked like he got a roughie. Didn't appear to be bat, though perhaps grazed the glove..."
"full on the stumps, flicked through midwicket for a single."
"good length ball outside off, left alone."
"back of a length on fifth stump, goes back and across to flick to midwicket."
"back of a length on fourth stump, beaten defending on the back foot."
"overpitched on sixth stump, Edwards shovels this high over cover, clears the ring comfortably, two bounces into the foam triangle."
"good length ball on fourth stump, flicked off the back foot through midwicket. Siddle chases it down from the edge of the ring to deny a second."
"good length ball on fifth stump, pushes hard at this and a thick edge flies in the air just wide of backward point and goes to deep third man for a pair."
"gem! Back of a length ball on fourth stump, swings away and beats Edwards trying to flick through mid-on."
"goes fuller now on fifth stump, Edwards rooted to the crease and drives hard with no footwork, beaten again."
"full on sixth stump, drives firmly along the ground to the point sweeper."
"back of a length on fifth stump, Vince pushes with hard hands and is beaten."
"back of a length on middle and off stump, shuffles across to flick behind square for a briskly run two."
"full on the legs, flicked through midwicket."
"full on middle, backs away to create room driving through extra cover, misfield on the ring creates two."
"full on the legs, flicked to deep midwicket."
"good length ball on off, pushed through mid-off."
"good length ball on off, defended to short third man."
"<b>stumped? runout? Neither?</b> Vince took a step down to flick a knee high full toss through midwicket and walked past the ball, with a possible slight carom off his thigh. Fumble by Carey behind though and he whips the bails off without the ball in his hand as it dribbles to his feet. <b>Missed chance for sure. </b>"
"good length ball, beats the outside edge again on off stump."
"Worrall finally rewarded for his persistence on the fourth stump channel. Good length ball, lack of footwork throughout this innings exposes Edwards finally as he pushes away from his body and a thick edge carries comfortably behind to Carey at waist height shuffling right."
"good length ball on off angled across the left-hander, defended. May have pinged him on the gloves. He's looking at his left hand before deciding to continue."
"fuller on fourth stump, driven firmly to mid-off."
"gem! Back of a length angled across fourth stump, beaten in defense stuck on the crease."
"fuller on fourth stump, tries to drive through extra cover and a thick inside edge caroms wide of mid-on to keep the strike."
"full on off, driven to long-off."
"full on fifth stump, drives uppishly and goes just wide of Siddle at extra cover on the ring, beats the sweeper Renshaw sliding along the rope."
"good length ball pushed behind point, Renshaw made to work to relay in for two."
good length ball defended back to the bowler.
"full on the legs, flicked to deep midwicket."
"slanted in full on the legs, misses the flick off the pads."
"good length ball angled across fourth stump, guides this with an open face to deep third man."
"back of a length on fourth stump, punched behind point and cut off for a pair at deep third man."
"length ball on off stump, takes a step forward to swat this through midwicket."
"back of a length angled across sixth stump, misses a cut."
"back of a length on fourth stump, misses a flick across the line."
"back of a length on off, punches this with an open face straight to short third man."
"googly to begin lands, short on off, pulled to deep backward square."
"good length ball on middle, goes back to flick through midwicket."
"good length ball on fifth stump at 96 kph, defended back to Rashid."
"too full on fifth stump, and carted high over wide long-on with a slog sweep. Spilled 15 yards beyond the rope by a security guard."
"googly lands on a good length on fourth stump, goes back to flick wide of Rashid through mid-on."
"googly lands on a good length on off and spins away, defended to backward point."
"short and wide, too wide to play."
"full outside off, driven to the ring."
"good length ball on off, guided with soft hands behind point."
"short on the legs, flicked behind square and cut off at short fine leg."
"short outside off, punched to the cover sweeper."
"too short on off, pulls this off more of a top edge behind square. Not middled but he was angling to get it fine and succeeded that much."
good length ball defended into short cover and Scott denies the run.
"Rashid gets his revenge! Vince heaved Rashid for six last over to the leg side rope on a full ball outside the stumps. This time he zips it in quicker and straighter on middle, Vince goes for the slog sweep again but defeated by the pace and middle stump is knocked back."
"good length ball wide outside off, sweeps this and falls down before getting up to complete the single."
"good length ball on fourth stump, sliced to short third man."
"good length ball on the legs, pulled behind square for one."
"full on fifth stump, swept behind square."
"short on off stump, goes back to pull and beaten. Miraculously not bowled. Extra bounce took it just over the stumps."
"short on the body, hooks this high and deep behind square and goes all the way."
"good length ball outside off, can't get it away."
"full on the legs, flicks this flat over deep backward square."
"full on leg stump, clears the front leg to create room driving over mid-on. Long-on runs across and tries to slap it back in but clumsily dives past the ball. Should've been kept in for two."
"goes for the slower ball at 110 kph, but Christian isn't fooled. Carts this from off stump on a full length and clears cow corner with ease."
Christian gets too creative walking way outside his stumps and misses trying to flick a full ball from fifth stump over short fine leg.
"good length ball on the stumps, flicks this through midwicket, fielded by Rashid chasing it down."
"full on off stump, goes to slog sweep this and hammers it flat over the square leg rope 5 rows into the stands."
"flighted more and dragged wider on sixth stump, sweeps this flat along the ground this time to deep midwicket."
"googly lands short on middle, goes back to flick through midwicket."
"flighted full and wide again on sixth stump, Christian slog sweeps this flat again, goes straighter over midwicket this time."
"drops this very short on fourth stump, Christian goes to a knee again to play more of a pull than a sweep behind square for a single."
"length ball on leg stump follows Christian backing away, Christian hammers this flat over mid-on, one bounce short of the rope."
yikes! Sprays this down the leg side trying to follow the player backing away from leg stump. Five wides down the leg side.
"length ball again on leg, heaves this flat through midwicket and races away."
"in the slot on sixth stump, shovels this high and deep over extra cover. <strong>Christian blitzes a 15-ball half-century, second fastest in BBL history. </strong> It's his 7th BBL 50 in 91 matches. His previous fastest was in 21 balls."
"slower ball at 120 kph on the legs, skies this a mile high over midwicket. Wells settles under this and clutches on making it look relatively easy, far simpler than a ball that high typically is to catch."
yorker down the leg side. Another bonus ball coming up.
"full on middle stump, flicked effortlessly over midwicket, two boundary riders out there during the Power Surge but neither one had a chance."
"yorker on leg stump, misses the flick and it dribbles off the pads into the leg side."
"full on off, chips this over mid-off for two."
"length ball on the pads, misses a flick off the thigh and the ball caroms behind point."
yorker sprayed way down leg. Carey gets a hand to it to prevent it from being five.
"full on the pads, flicked behind square for one."
"short on the legs, goes to pull and misses, pinged on the box. Hughes is flat on his back. Umpires giving him all the time he needs to gather himself."
"full on off, driven straight down the ground for one."
"full on the legs follows Silk backing away, swept off a knee to deep fine leg."
"full on fifth stump, slog swept along the ground to deep midwicket."
"googly flighted more on a good length on off stump, swept along the ground to deep midwicket."
"googly on fourth stump, flat-batted to midwicket."
"flighted on fourth stump, uses his feet to charge and swat this to wide long-on."
"flighted down leg side, sweeps this straight to short fine leg."
