first ball from Murtagh is up the legstump and Tamin wastes no time in clipping the ball through square leg
Gets onto the front foot and its a thick edge down to third man
"Sarkar stays in the crease and drives the ball off the back foot, straight to the fielder at extra cover"
"gets on the front foot and hits the ball wide of mid-off, loud cheers from  the Bangladesh fans at the ground"
"touch of swing back into the left-handed Tamin, he gets the bat well out of the way and it goes through to the keeper"
another ball outside off-stump and Tamin lets it sail harmlessly through to O'Brien behind the stumps
"Chase starts with a bouncer, Sarkar sways out of the way"
"its another short ball from Chase, Sarkar gets up on his toes and guides the ball down infront of the slips."
"first boundary of the day! Its another short ball from Chase, this time its too wide and its flashed to the deep point boundary."
"Chase keeps up with the short deliveries, Sarkar gets out of the way of the ball."
"its another short ball again from Chase, Sarkar doesnt move his feet and fends out at the ball. It takes the edge and O'Brien takes the catch behind the wicket. "
"wow that ball took off a length! Its another short ball from Chase and it pops up off na length, hits the handle of the bat and lands safe. Not a ball you want first up."
full ball clipped into the legside and it drops short of the fielder at square leg.
Tamin gets onto the front foot and lets the ball go outside off-stump. 
"Tamin gets turned around and clips the ball towards Dockrell at square leg, it <b>just</b> lands in front of him. "
first extra of the day as the ball swings down the legside
"good length ball again from Murtagh, Tamin trusts the bounce and lets it go through to the keeper"
"thats a much better shot from Tamin, gets onto the front foot and drives the ball up to mid-off. Can't beat the fielder though"
"Murtagh bowls it fuller, Tamin gets the bat out of the way and lets the ball go through to the keeper. "
"good length ball this time from Chase, Sabbir gets up on his toes and plays the ball towards point"
the second wicket goes down! Its in the channel and Sabbir throws the bat at the ball. It flies high in the air and Murtagh takes a diving catch at third man. Good catch down there.
"its outside off-stump and Rahim pushes at the ball, goes through backward point and its an easy single"
"full and straight from the bowler, Tamin jams the bat down and it squeezes out to square leg"
"stays in the crease and drives the ball towards Kevin O'Brien at mid-off. Lands in front of him, Tamin living dangerously here."
its wide of off-stump and its left well alone
"its a good length ball from Murtagh, it swings away and Rahim gets his bat well out of the way"
"hits the ball out towards point, Porterfield dives to his right and cuts off the run"
"another good length ball outside off-stump, the bat goes high in the air and O'Brien gathers"
"this balls a touch straighter and Mushfiqur gets some bat on the ball, goes fine down the legside and runs for a welcome boundary"
gets onto the front foot and defends the ball down towards point. Porterfield runs in quickly to stop the ball
"its an inswinger from Murtagh, looks to clip the ball into the legside. Gets an inside edge onto the pads, so only a muted LBW appeal"
"Chase pitches the ball up to Tamin, its angled across him so the batsman leaves the ball alone"
"its on legstump and Tamin is onto this in a flash, Murtagh makes a dive on the long leg boundary and can't stop it"
"Tamin looks to defend the ball, goes down by his feet and almost rolls back onto the stumps"
"its another straight ball from Chase, Tamin gets a little tickle on the ball and it goes down to Murtagh at long leg"
"gets onto the front foot, gets hit on the pads and there is another big appeal. Looked to be hit outside the line"
Chase goes down the legside trying to bowl a slower ball
pops up off a good lenght and the batsman does well to control the defensive push
gets on the front foot and defends
Tamin gets another large stride in and defends the ball back to the bowler
"its another straight ball from the bowler, Tamin looks to turn the ball onto the legside. Gets an edge and it goes down towards cover"
"its a wild swing at the ball outside off-stump, misses and it goes through to the keeper. Reckless shot"
"clips the pad and goes down to long leg, they jog the single"
"good length ball again from Murtagh, Mushfiqur leans into the shot and clips the ball along the ground to mid-wicket"
