full and in at middle stump. Pushed to mid-on's right off the front foot
"length on leg stump, flicked to midwicket"
<b>inside edge</b> onto back leg. Length ball wide outside off. Throws his hands at it and drags it back
"short of a length on leg stump, flicked to fine leg"
length and in at middle stump. Nudged to mid-on's right off the inside half. Pushed with hard hands Kuldeep misfields
"length at off stump, driven to  mid-off's right"
"length and wide outside off. Looks to punch on the up, beaten on the outside edge"
"length at off stump, punches with hard hands. Chips it towards mid-off"
"<b>swats it over the bowler</b> off the low part of the bat. But it's over the boundary on the bounce. Short of a length from Shami, and an angled bat heave from Munro on the up"
"<b>dropped!</b> Karthik puts down a tough, low chance to his left. Manages to get only one hand on it. The only slip fielder is wide. Length outside off, looks to pierce this through the covers and gets a thick edge that flies quick and low. He can only push it towards third man with a big dive"
<b>outside edge</b> wide of slip. Short of a length and straightening as he defends inside the line on the back foot
"<b>straight to slip this time!</b> <strike>Dhawan</strike> Rohit is narrower at slip this time and there's no diving required from anyone. Length outside off, looks for the angled-batted swat off the front foot. It gets slightly big on him. No demon movement of any sort. He just wasn't behind the line of this as it angled in towards the corridor. Dhawan with a crouch and reverse cup, holds on easily"
"length outside off, left alone"
"length outside off, blocked solidly into the covers"
"length at the stumps, defended from the crease"
"short of a length at off stump, defended off the back foot"
"short of a length just outside off, looks to punch through cover, under-edges into the covers"
"short of a length on leg stump, poked to midwicket off the back foot"
"length on middle stump, defended into the leg side off the front foot"
"short of a length just outside off, left alone"
"length and just outside off. Shapes away off the surface. Driven slightly away from the body, on the up to mid-off"
"length and just outside off, left alone"
"length just outside off, sliced straight to point on the up"
"short of a length just outside off, stays leg side of it and guides to third man"
"length outside off, gets on the front foot and opens the face to run this down to third man"
<b>picks up</b> and completes the shot with a whippy follow through. Overpitched on leg stump and he gets to the pitch and launches this high over midwicket
"length at off stump, defended down the pitch"
"short of a length at off stump, punched into the off side on the up"
"<b>lifts it over  mid-on.</b> Full and into the pads. Gets the weight on the front foot and flicks uppishly, intentionally, wide of that fielder"
"length at off stump, defended off the back foot"
length and up at leg stump. Late on the flick and is rapped on the thigh guard
"short of a length just outside off, hurried tap into the covers"
"short of a length on middle stump, whipped to midwicket off the back foot"
short of a length outside off. Gets on top of the bounce by leaping off - both feet in the air as he punches this firmly through extra cover
"length at off stump, looks to run it down to third man. Cramped on it. Can't get it through the ring"
"<b>sent upstairs</b> for a run-out decision at the non-striker's end. Shami parried this onto the stumps but Guptill was well in. Length just outside off, tapped back at the bowler off the back foot"
<b>thin edge</b> and an easy catch for Karthik. A lazy waft from Guptill. This ball wobbles a touch before going on straight from the surface. He doesn't get the front leg at it as he looks to drive. Not close enough as a result and he's done
"length outside off, blocked on the front foot"
"length at middle stump, blocked down the pitch"
"<b>thick edge</b> wide of point and down to third man. Length just outside off, closes the face slightly on this as he leans in"
"length at off stump, punched to mid-off"
"length on off stump, blocked on the front foot"
"length at leg stump, pushed into the midwicket region off the front foot. Direct hit from Pandya as Taylor hops into the crease"
"length at middle stump, defended off the back foot"
"length on off stump, defended to mid-on off the back foot"
"length and just outside off, mistimed tap to mid-off"
"length and just outside off, tapped on the up into the off side"
"short of a length just outside off, chopped down to third man"
"length and just outside off, punched through cover off the back foot"
"length at off stump, defended off the back foot"
nicely done. Full and in at off stump. Doesn't push into this too much. Allows it to skid on and meets it with the full face. Gets it between bowler and mid-off
"length and just outside off, punched to extra cover off the back foot"
"length at off stump, blocked on the front foot"
"short of a length outside off, stabbed to third man's right off the back foot"
"length at off stump, driven with the turn to long-off"
"full on off stump, driven back to the bowler"
"full on off stump, driven back to the bowler"
"short and just outside off, cut straight to point"
"floated up at off stump, driven to long-off"
"oh lovely. Short of a length and turning away. Waits on it to arrive. It arrives slowly, but he's patient. Punches firmly to bisect cover and extra"
"length on middle, pushed to mid-on"
"length, drifting into the pads, tucked away to deep squareleg"
"length on off, defended with soft hands to point"
"full on middle, pushed to mid-on off the front foot"
"length, angled in, pushed to midwicket"
"full on middle, pushed back to the bowler off the front foot"
tossed up full and wide outside off. Leans in and drives to sweeper's left
"tossed up on leg stump, flicked to long-on"
"length outside off, driven straight to extra cover"
<b>is that off the bat?</b> Yes. Taylor too early on the attempted lap sweep. Jams it into the pitch off the under-edge and it trickles past leg stump
"length outside off, tapped to sweeper cover off the back foot"
<b>shot!</b> Length ball turning away outside off. Gets on the back foot and uses his wrists to punch this past midwicket after it has turned a long way. Lovely work. Any turn at the moment is slow off the surface
"length outside off, blocked down the pitch"
full and flatted this time. Pushed down the pitch from the crease
"<b>leading edge</b> rolls out to extra cover. Looks a googly from Kuldeep, full on middle. He closes the face too early on the flick"
"length at off stump, gets on the back foot and hurriedly defends into the leg side off the inside half"
"full on middle stump, gets down and laps to long leg"
<b>past the edge.</b> Not sure that was intended to go away. Regular legbreak holds its line as KW gets on the back foot to defend on an off stump line
"length at middle stump, defended to midwicket off the inside half"
"<b>sliced</b> to deep square's left. Short ball up at off, pulls hurriedly and is late on it. Dhawan picks up, swivels and chucks it straight down the middle of the pitch. Rohit at extra cover can't get to it. It's an overthrow at sweeper cover"
"length at off stump, pushed back to the bowler on the up"
short outside off. Gets on the back foot and looks to pull. Beaten. That was quite wide. Skid through from under the bat
"short of a length at off stump, dabbed down to third man"
"length at off stump, guides it down to third man"
"length at middle stump, defended off the back foot"
"length at leg stump, defended on the front foot"
"length at leg stump, steps out and drives to long-on"
"full on middle, flicked to midwicket on the front foot"
"full on leg stump, flicked to long-on"
"short of a length on middle stump, whipped to midwicket's right off the back foot"
"length at off stump, punched back to the bowler on the up"
"length on off stump, defended down the pitch"
"short of a length at off stump, steps out and taps it back to the bowler"
"<b>toe-end</b> trickles to keeper's right. Short of a length at off stump, looks to pull with the angle. Loses his shape on it. It comes on slowly"
"length on leg stump, flicked to midwicket"
"length outside off, jabbed to third man's right"
"length just outside off, opens the face and runs this to short third"
"<b>plucks it mid-air!</b> Hardik Pandya is having a great comeback day. A super, super catch to his left. This is slow, dipping at a length and on middle stump. Williamson steps out and is too early on it. It dips on him and his flick  is aerial as a result. At midwicket, Pandya flies to his left and gets his hands around this"
"full on the pads, flicked to deep squareleg to get off the mark"
"slower, full on off, defended with soft hands"
"drifting in, a bit shorter, defended back"
"tossed up, enticing Taylor to have a go, but doesn't take the bait and just pushes it through the covers"
"short, angled away, pulled to the right of deep squareleg"
"length outside off, left alone"
"length, angled away, defended to point, Latham takes a step, Taylor says no"
"full, angling away, defended off the front foot"
"full and angling away, Latham drives but gets a thick inside edge and drags it to the bowler"
"length outside off, Latham looks for a quick single having defended to point, Taylor shouts no"
"full, drifting in, defended off the front foot"
"full and straight, pushed to long-on"
"slower, tossed away, drifts away before turning back in a little, defended off the front foot"
"length outside off, skips down the wicket but opts to defend"
"full on leg stump, swept over the leg slip for a couple. Bit of a top edge, but safe"
"full and on the pads, there was a leg slip for that nudge to the leg side and it was aerial but just wide off the fielder"
"full on off, moves away a touch as an audacious afterthought, Taylor beaten on the frontfoot"
"short ball, nice change up, catches Taylor off guard, as he is late on the pull"
"length and angled in, deflected down to fine-leg"
"length on middle, defended back to the bowler"
"length, angled in, tucked away to squareleg"
"full outside off, driven straight to mid-off"
"length, drifting in, uses the depth of the crease and tucks it away to squareleg"
"full on leg stump, swept away to deep squareleg. That could have been close had not connected"
"tossed up on middle, Taylor lunges forward and defends"
"tossed up on middle, pushed back to the bowler"
"tossed up outside off, inviting the big drive, but Taylor goes along the ground through covers"
"length on middle, Latham skips down the wicket and nudges it with soft hands between deep midwicket and deep squareleg, as they complete a comfortable couple"
